File,Timing
Exp_01_Feb_2020_0945am,789
Exp_01_Feb_2020_0945am,790
Exp_01_Feb_2020_0945am,792
Exp_01_Feb_2020_0945am,792
Exp_01_Feb_2020_0945am,792
Exp_01_Feb_2020_0945am,800
Exp_01_Feb_2020_0945am,807
Exp_01_Feb_2020_0945am,807
Exp_01_Feb_2020_0945am,808
Exp_01_Feb_2020_0945am,814
Exp_01_Feb_2020_0945am,814
Exp_01_Feb_2020_0945am,815
Exp_01_Feb_2020_0945am,826
Exp_01_Feb_2020_0945am,826
Exp_01_Feb_2020_0945am,828
Exp_01_Feb_2020_0945am,828
Exp_01_Feb_2020_0945am,836
Exp_01_Feb_2020_0945am,836
Exp_01_Feb_2020_0945am,837
Exp_01_Feb_2020_0945am,838
Exp_01_Feb_2020_0945am,838
Exp_01_Feb_2020_0945am,839
Exp_01_Feb_2020_0945am,842
Exp_01_Feb_2020_0945am,843
Exp_01_Feb_2020_0945am,843
Exp_01_Feb_2020_0945am,849
Exp_01_Feb_2020_0945am,849
Exp_01_Feb_2020_0945am,851
Exp_01_Feb_2020_0945am,858
Exp_01_Feb_2020_0945am,859
Exp_01_Feb_2020_0945am,865
Exp_01_Feb_2020_0945am,866
Exp_01_Feb_2020_0945am,881
Exp_01_Feb_2020_0945am,882
Exp_01_Feb_2020_0945am,882
Exp_01_Feb_2020_0945am,886
Exp_01_Feb_2020_0945am,886
Exp_01_Feb_2020_0945am,887
Exp_01_Feb_2020_0945am,888
Exp_01_Feb_2020_0945am,888
Exp_01_Feb_2020_0945am,888
Exp_01_Feb_2020_0945am,892
Exp_01_Feb_2020_0945am,892
Exp_01_Feb_2020_0945am,892
Exp_01_Feb_2020_0945am,893
Exp_01_Feb_2020_0945am,894
Exp_01_Feb_2020_0945am,894
Exp_01_Feb_2020_0945am,894
Exp_01_Feb_2020_0945am,895
Exp_01_Feb_2020_0945am,896
Exp_01_Feb_2020_0945am,896
Exp_01_Feb_2020_0945am,896
Exp_01_Feb_2020_0945am,900
Exp_01_Feb_2020_0945am,900
Exp_01_Feb_2020_0945am,900
Exp_01_Feb_2020_0945am,901
Exp_01_Feb_2020_0945am,922
Exp_01_Feb_2020_0945am,922
Exp_01_Feb_2020_0945am,922
Exp_01_Feb_2020_0945am,923
Exp_01_Feb_2020_0945am,923
Exp_01_Feb_2020_0945am,924
Exp_01_Feb_2020_0945am,924
Exp_01_Feb_2020_0945am,937
Exp_01_Feb_2020_0945am,941
Exp_01_Feb_2020_0945am,941
Exp_01_Feb_2020_0945am,944
Exp_01_Feb_2020_0945am,946
Exp_01_Feb_2020_0945am,946
Exp_01_Feb_2020_0945am,947
Exp_01_Feb_2020_0945am,948
Exp_01_Feb_2020_0945am,950
Exp_01_Feb_2020_0945am,950
Exp_01_Feb_2020_0945am,951
Exp_01_Feb_2020_0945am,951
Exp_01_Feb_2020_0945am,952
Exp_01_Feb_2020_0945am,959
Exp_01_Feb_2020_0945am,959
Exp_01_Feb_2020_0945am,960
Exp_01_Feb_2020_0945am,968
Exp_01_Feb_2020_0945am,969
Exp_01_Feb_2020_0945am,969
Exp_01_Feb_2020_0945am,970
Exp_01_Feb_2020_0945am,970
Exp_01_Feb_2020_0945am,970
Exp_01_Feb_2020_0945am,973
Exp_01_Feb_2020_0945am,973
Exp_01_Feb_2020_1045am,2978
Exp_01_Feb_2020_1045am,2978
Exp_01_Feb_2020_1045am,2978
Exp_01_Feb_2020_1045am,2985
Exp_01_Feb_2020_1045am,2985
Exp_01_Feb_2020_1045am,2986
Exp_01_Feb_2020_1045am,2986
Exp_01_Feb_2020_1045am,2987
Exp_01_Feb_2020_1045am,2988
Exp_01_Feb_2020_1045am,3043
Exp_01_Feb_2020_1045am,3044
Exp_01_Feb_2020_1045am,3044
Exp_01_Feb_2020_1045am,3081
Exp_01_Feb_2020_1045am,3082
Exp_01_Feb_2020_1045am,3083
Exp_01_Feb_2020_1045am,3084
Exp_01_Feb_2020_1045am,3124
Exp_01_Feb_2020_1045am,3124
Exp_01_Feb_2020_1045am,3132
Exp_01_Feb_2020_1045am,3132
Exp_01_Feb_2020_1045am,3136
Exp_01_Feb_2020_1045am,3136
Exp_01_Feb_2020_1045am,3136
Exp_01_Feb_2020_1045am,3137
Exp_01_Feb_2020_1045am,3149
Exp_01_Feb_2020_1045am,3149
Exp_01_Feb_2020_1045am,3150
Exp_01_Feb_2020_1045am,3182
Exp_01_Feb_2020_1045am,3182
Exp_01_Feb_2020_1045am,3183
Exp_01_Feb_2020_1045am,3196
Exp_01_Feb_2020_1045am,3196
Exp_01_Feb_2020_1045am,3196
Exp_01_Feb_2020_1045am,3207
Exp_01_Feb_2020_1045am,3208
Exp_01_Feb_2020_1045am,3209
Exp_01_Feb_2020_1045am,3210
Exp_01_Feb_2020_1045am,3211
Exp_01_Feb_2020_1045am,3211
Exp_01_Feb_2020_1045am,3212
Exp_01_Feb_2020_1045am,3214
Exp_01_Feb_2020_1045am,3215
Exp_01_Feb_2020_1045am,3223
Exp_01_Feb_2020_1045am,3224
Exp_01_Feb_2020_1045am,3224
Exp_01_Feb_2020_1045am,3224
Exp_01_Feb_2020_1045am,3228
Exp_01_Feb_2020_1045am,3229
Exp_01_Feb_2020_1045am,3229
Exp_01_Feb_2020_1045am,3237
Exp_01_Feb_2020_1045am,3237
Exp_01_Feb_2020_1045am,3238
Exp_01_Feb_2020_1045am,3240
Exp_01_Feb_2020_1045am,3241
Exp_01_Feb_2020_1045am,3241
Exp_01_Feb_2020_1045am,3242
Exp_01_Feb_2020_1045am,3242
Exp_01_Feb_2020_1045am,3242
Exp_01_Feb_2020_1045am,3243
Exp_01_Feb_2020_1045am,3243
Exp_01_Feb_2020_1045am,3246
Exp_01_Feb_2020_1045am,3247
Exp_01_Feb_2020_1045am,3247
Exp_01_Feb_2020_1045am,3255
Exp_01_Feb_2020_1045am,3255
Exp_01_Feb_2020_1045am,3256
Exp_01_Feb_2020_1045am,3256
Exp_01_Feb_2020_1045am,3256
Exp_01_Feb_2020_1045am,3257
Exp_01_Feb_2020_1045am,3258
Exp_01_Feb_2020_1045am,3259
Exp_01_Feb_2020_1045am,3265
Exp_01_Feb_2020_1045am,3266
Exp_01_Feb_2020_1045am,392
Exp_01_Feb_2020_1045am,392
Exp_01_Feb_2020_1145am,1992
Exp_01_Feb_2020_1145am,1993
Exp_01_Feb_2020_1145am,1994
Exp_01_Feb_2020_1145am,1994
Exp_01_Feb_2020_1145am,1995
Exp_01_Feb_2020_1145am,1996
Exp_01_Feb_2020_1145am,1996
Exp_01_Feb_2020_1145am,2109
Exp_01_Feb_2020_1145am,2109
Exp_01_Feb_2020_1145am,2110
Exp_01_Feb_2020_1145am,2118
Exp_01_Feb_2020_1145am,2119
Exp_01_Feb_2020_1145am,2131
Exp_01_Feb_2020_1145am,2132
Exp_01_Feb_2020_1145am,2132
Exp_01_Feb_2020_1145am,2230
Exp_01_Feb_2020_1145am,2231
Exp_01_Feb_2020_1145am,2231
Exp_01_Feb_2020_1145am,2232
Exp_01_Feb_2020_1145am,2232
Exp_01_Feb_2020_1145am,2233
Exp_01_Feb_2020_1145am,2238
Exp_01_Feb_2020_1145am,2238
Exp_01_Feb_2020_1145am,2241
Exp_01_Feb_2020_1145am,2241
Exp_01_Feb_2020_1145am,2242
Exp_01_Feb_2020_1145am,2242
Exp_01_Feb_2020_1145am,2243
Exp_01_Feb_2020_1145am,2243
Exp_01_Feb_2020_1145am,2244
Exp_01_Feb_2020_1145am,2244
Exp_01_Feb_2020_1145am,2244
Exp_01_Feb_2020_1145am,2245
Exp_01_Feb_2020_1145am,2245
Exp_01_Feb_2020_1145am,2246
Exp_01_Feb_2020_1145am,2249
Exp_01_Feb_2020_1145am,2249
Exp_01_Feb_2020_1145am,2250
Exp_01_Feb_2020_1145am,2250
Exp_01_Feb_2020_1145am,2250
Exp_01_Feb_2020_1145am,2251
Exp_01_Feb_2020_1145am,2251
Exp_01_Feb_2020_1145am,2252
Exp_01_Feb_2020_1145am,2255
Exp_01_Feb_2020_1145am,2256
Exp_01_Feb_2020_1145am,2256
Exp_01_Feb_2020_1145am,2256
Exp_01_Feb_2020_1145am,2259
Exp_01_Feb_2020_1145am,2259
Exp_01_Feb_2020_1145am,2260
Exp_01_Feb_2020_1145am,2261
Exp_01_Feb_2020_1145am,2262
Exp_01_Feb_2020_1145am,2263
Exp_01_Feb_2020_1145am,2264
Exp_01_Feb_2020_1145am,2264
Exp_01_Feb_2020_1145am,2272
Exp_01_Feb_2020_1145am,2272
Exp_01_Feb_2020_1145am,2273
Exp_01_Feb_2020_1145am,2273
Exp_01_Feb_2020_1145am,2274
Exp_01_Feb_2020_1145am,2476
Exp_01_Feb_2020_1145am,2476
Exp_01_Feb_2020_1145am,2498
Exp_01_Feb_2020_1145am,2500
Exp_01_Feb_2020_1145am,2505
Exp_01_Feb_2020_1145am,2505
Exp_01_Feb_2020_1145am,2506
Exp_01_Feb_2020_1145am,2506
Exp_01_Feb_2020_1145am,2507
Exp_01_Feb_2020_1145am,2507
Exp_01_Feb_2020_1145am,2508
Exp_01_Feb_2020_1145am,2508
Exp_01_Feb_2020_1145am,2509
Exp_01_Feb_2020_1145am,2510
Exp_01_Feb_2020_1145am,2510
Exp_01_Feb_2020_1145am,2595
Exp_01_Feb_2020_1145am,2596
Exp_01_Feb_2020_1145am,2632
Exp_01_Feb_2020_1145am,2632
Exp_01_Feb_2020_1145am,2633
Exp_01_Feb_2020_1145am,2633
Exp_01_Feb_2020_1145am,2634
Exp_01_Feb_2020_1145am,2634
Exp_01_Feb_2020_1145am,2636
Exp_01_Feb_2020_1145am,2636
Exp_01_Feb_2020_1145am,2637
Exp_01_Feb_2020_1145am,2643
Exp_01_Feb_2020_1145am,2644
Exp_01_Feb_2020_1145am,2768
Exp_01_Feb_2020_1145am,2768
Exp_01_Feb_2020_1145am,2774
Exp_01_Feb_2020_1145am,2774
Exp_01_Feb_2020_1145am,2786
Exp_01_Feb_2020_1145am,2786
Exp_01_Feb_2020_1145am,2814
Exp_01_Feb_2020_1145am,2814
Exp_01_Feb_2020_1145am,2815
Exp_01_Feb_2020_1145am,2815
Exp_01_Feb_2020_1145am,2816
Exp_01_Feb_2020_1145am,2821
Exp_01_Feb_2020_1145am,2822
Exp_01_Feb_2020_1145am,2822
Exp_01_Feb_2020_1145am,2823
Exp_01_Feb_2020_1145am,2823
Exp_01_Feb_2020_1145am,2824
Exp_01_Feb_2020_1145am,2824
Exp_01_Feb_2020_1145am,2825
Exp_01_Feb_2020_1145am,2826
Exp_01_Feb_2020_1145am,2827
Exp_01_Feb_2020_1145am,2830
Exp_01_Feb_2020_1145am,2830
Exp_01_Feb_2020_1145am,2831
Exp_01_Feb_2020_1145am,2832
Exp_01_Feb_2020_1145am,2832
Exp_01_Feb_2020_1145am,2838
Exp_01_Feb_2020_1145am,2838
Exp_01_Feb_2020_1145am,2846
Exp_01_Feb_2020_1145am,2846
Exp_01_Feb_2020_1145am,2852
Exp_01_Feb_2020_1145am,2852
Exp_01_Feb_2020_1145am,2853
Exp_01_Feb_2020_1145am,2860
Exp_01_Feb_2020_1145am,2860
Exp_01_Feb_2020_1145am,2860
Exp_01_Feb_2020_1145am,2870
Exp_01_Feb_2020_1145am,2871
Exp_01_Feb_2020_1145am,2871
Exp_01_Feb_2020_1145am,2872
Exp_01_Feb_2020_1145am,2898
Exp_01_Feb_2020_1145am,2898
Exp_01_Feb_2020_1145am,2910
Exp_01_Feb_2020_1145am,2911
Exp_01_Feb_2020_1145am,2911
Exp_01_Feb_2020_1145am,2912
Exp_01_Feb_2020_1145am,2918
Exp_01_Feb_2020_1145am,2918
Exp_01_Feb_2020_1145am,2919
Exp_01_Feb_2020_1145am,2920
Exp_01_Feb_2020_1145am,2920
Exp_01_Feb_2020_1145am,2921
Exp_01_Feb_2020_1145am,2921
Exp_01_Feb_2020_1145am,2922
Exp_01_Feb_2020_1145am,2922
Exp_01_Feb_2020_1145am,2929
Exp_01_Feb_2020_1145am,2930
Exp_01_Feb_2020_1145am,2931
Exp_01_Feb_2020_1145am,2959
Exp_01_Feb_2020_1145am,2960
Exp_01_Feb_2020_1145am,2960
Exp_01_Feb_2020_1145am,2961
Exp_01_Feb_2020_1145am,2962
Exp_01_Feb_2020_1145am,2963
Exp_01_Feb_2020_1145am,2964
Exp_01_Feb_2020_1145am,2964
Exp_01_Feb_2020_1145am,3013
Exp_01_Feb_2020_1145am,3014
Exp_01_Feb_2020_1145am,3022
Exp_01_Feb_2020_1145am,3023
Exp_01_Feb_2020_1145am,3024
Exp_01_Feb_2020_1145am,3025
Exp_01_Feb_2020_1145am,3025
Exp_01_Feb_2020_1145am,3026
Exp_01_Feb_2020_1145am,3026
Exp_01_Feb_2020_1145am,3026
Exp_01_Feb_2020_1145am,3027
Exp_01_Feb_2020_1145am,3037
Exp_01_Feb_2020_1145am,3038
Exp_01_Feb_2020_1145am,3038
Exp_01_Feb_2020_1145am,3039
Exp_01_Feb_2020_1145am,338
Exp_01_Feb_2020_1145am,339
Exp_01_Feb_2020_1145am,339
Exp_01_Feb_2020_1145am,343
Exp_01_Feb_2020_1145am,344
Exp_01_Feb_2020_1145am,344
Exp_01_Feb_2020_1145am,344
Exp_01_Feb_2020_1145am,345
Exp_01_Feb_2020_1145am,346
Exp_01_Feb_2020_1145am,346
Exp_01_Feb_2020_1145am,346
Exp_01_Feb_2020_1145am,347
Exp_01_Feb_2020_1145am,354
Exp_01_Feb_2020_1145am,354
Exp_01_Feb_2020_1145am,354
Exp_01_Feb_2020_1145am,355
Exp_01_Feb_2020_1145am,355
Exp_01_Feb_2020_1145am,356
Exp_01_Feb_2020_1145am,356
Exp_01_Feb_2020_1145am,357
Exp_01_Feb_2020_1145am,360
Exp_01_Feb_2020_1145am,360
Exp_01_Feb_2020_1145am,360
Exp_01_Feb_2020_1145am,383
Exp_01_Feb_2020_1145am,384
Exp_01_Feb_2020_1145am,384
Exp_01_Feb_2020_1145am,48
Exp_01_Feb_2020_1145am,48
Exp_01_Feb_2020_1145am,51
Exp_01_Feb_2020_1145am,51
Exp_01_Feb_2020_1145am,519
Exp_01_Feb_2020_1145am,519
Exp_01_Feb_2020_1145am,520
Exp_01_Feb_2020_1145am,529
Exp_01_Feb_2020_1145am,530
Exp_01_Feb_2020_1145am,530
Exp_01_Feb_2020_1145am,530
Exp_01_Feb_2020_1145am,54
Exp_01_Feb_2020_1145am,54
Exp_01_Feb_2020_1145am,569
Exp_01_Feb_2020_1145am,570
Exp_01_Feb_2020_1145am,570
Exp_01_Feb_2020_1145am,571
Exp_01_Feb_2020_1145am,571
Exp_01_Feb_2020_1145am,572
Exp_01_Feb_2020_1145am,572
Exp_01_Feb_2020_1145am,573
Exp_01_Feb_2020_1145am,573
Exp_01_Feb_2020_1145am,574
Exp_01_Feb_2020_1345pm,145
Exp_01_Feb_2020_1345pm,145
Exp_01_Feb_2020_1345pm,149
Exp_01_Feb_2020_1345pm,149
Exp_01_Feb_2020_1345pm,1645
Exp_01_Feb_2020_1345pm,1646
Exp_01_Feb_2020_1345pm,1646
Exp_01_Feb_2020_1345pm,1647
Exp_01_Feb_2020_1345pm,1647
Exp_01_Feb_2020_1345pm,1842
Exp_01_Feb_2020_1345pm,1843
Exp_01_Feb_2020_1345pm,1843
Exp_01_Feb_2020_1345pm,1844
Exp_01_Feb_2020_1345pm,1844
Exp_01_Feb_2020_1345pm,1844
Exp_01_Feb_2020_1345pm,1854
Exp_01_Feb_2020_1345pm,1854
Exp_01_Feb_2020_1345pm,1854
Exp_01_Feb_2020_1345pm,1855
Exp_01_Feb_2020_1345pm,1856
Exp_01_Feb_2020_1345pm,1856
Exp_01_Feb_2020_1345pm,1856
Exp_01_Feb_2020_1345pm,1857
Exp_01_Feb_2020_1345pm,1859
Exp_01_Feb_2020_1345pm,1954
Exp_01_Feb_2020_1345pm,1955
Exp_01_Feb_2020_1345pm,1957
Exp_01_Feb_2020_1345pm,1957
Exp_01_Feb_2020_1345pm,1958
Exp_01_Feb_2020_1345pm,1958
Exp_01_Feb_2020_1345pm,1958
Exp_01_Feb_2020_1345pm,1959
Exp_01_Feb_2020_1345pm,221
Exp_01_Feb_2020_1345pm,222
Exp_01_Feb_2020_1345pm,222
Exp_01_Feb_2020_1345pm,227
Exp_01_Feb_2020_1345pm,228
Exp_01_Feb_2020_1345pm,228
Exp_01_Feb_2020_1345pm,228
Exp_01_Feb_2020_1345pm,230
Exp_01_Feb_2020_1345pm,238
Exp_01_Feb_2020_1345pm,238
Exp_01_Feb_2020_1345pm,238
Exp_01_Feb_2020_1345pm,239
Exp_01_Feb_2020_1345pm,239
Exp_01_Feb_2020_1345pm,240
Exp_01_Feb_2020_1345pm,322
Exp_01_Feb_2020_1345pm,322
Exp_01_Feb_2020_1345pm,345
Exp_01_Feb_2020_1345pm,346
Exp_01_Feb_2020_1345pm,346
Exp_01_Feb_2020_1345pm,356
Exp_01_Feb_2020_1345pm,803
Exp_01_Feb_2020_1345pm,803
Exp_01_Feb_2020_1545pm,1542
Exp_01_Feb_2020_1545pm,1543
Exp_01_Feb_2020_1545pm,1625
Exp_01_Feb_2020_1545pm,1625
Exp_01_Feb_2020_1545pm,413
Exp_01_Feb_2020_1545pm,413
Exp_01_Feb_2020_1545pm,414
Exp_01_Feb_2020_1545pm,414
Exp_01_Feb_2020_1545pm,435
Exp_01_Feb_2020_1545pm,435
Exp_01_Feb_2020_1545pm,436
Exp_01_Feb_2020_1545pm,440
Exp_01_Feb_2020_1545pm,441
Exp_01_Feb_2020_1545pm,441
Exp_01_Feb_2020_1545pm,447
Exp_01_Feb_2020_1545pm,448
Exp_01_Feb_2020_1545pm,448
Exp_01_Feb_2020_1545pm,452
Exp_01_Feb_2020_1545pm,453
Exp_01_Feb_2020_1545pm,453
Exp_01_Feb_2020_1545pm,457
Exp_01_Feb_2020_1545pm,457
Exp_01_Feb_2020_1545pm,458
Exp_01_Feb_2020_1545pm,459
Exp_01_Feb_2020_1545pm,460
Exp_01_Feb_2020_1545pm,460
Exp_01_Feb_2020_1545pm,489
Exp_01_Feb_2020_1545pm,490
Exp_01_Feb_2020_1545pm,490
Exp_01_Feb_2020_1545pm,490
Exp_01_Feb_2020_1545pm,492
Exp_01_Feb_2020_1545pm,492
Exp_01_Feb_2020_1545pm,498
Exp_01_Feb_2020_1545pm,499
Exp_01_Feb_2020_1545pm,499
Exp_01_Feb_2020_1545pm,500
Exp_01_Feb_2020_1545pm,504
Exp_01_Feb_2020_1545pm,504
Exp_01_Feb_2020_1545pm,504
Exp_01_Feb_2020_1545pm,537
Exp_01_Feb_2020_1545pm,537
Exp_01_Feb_2020_1545pm,567
Exp_01_Feb_2020_1545pm,568
Exp_01_Feb_2020_1545pm,568
Exp_01_Feb_2020_1545pm,568
Exp_01_Feb_2020_1545pm,595
Exp_01_Feb_2020_1545pm,596
Exp_01_Feb_2020_1545pm,596
Exp_01_Feb_2020_1545pm,603
Exp_01_Feb_2020_1545pm,603
Exp_01_Feb_2020_1545pm,604
Exp_01_Feb_2020_1545pm,635
Exp_01_Feb_2020_1545pm,635
Exp_01_Feb_2020_1545pm,641
Exp_01_Feb_2020_1545pm,641
Exp_01_Feb_2020_1545pm,642
Exp_01_Feb_2020_1545pm,657
Exp_01_Feb_2020_1545pm,657
Exp_01_Feb_2020_1545pm,658
Exp_01_Feb_2020_1545pm,711
Exp_01_Feb_2020_1545pm,711
Exp_01_Feb_2020_1545pm,713
Exp_01_Feb_2020_1545pm,713
Exp_01_Feb_2020_1545pm,718
Exp_01_Feb_2020_1545pm,718
Exp_01_Feb_2020_1545pm,719
Exp_01_Feb_2020_1545pm,720
Exp_01_Feb_2020_1545pm,720
Exp_01_Feb_2020_1545pm,721
Exp_01_Feb_2020_1545pm,740
Exp_01_Feb_2020_1545pm,740
Exp_01_Feb_2020_1545pm,740
Exp_01_Feb_2020_1545pm,801
Exp_01_Feb_2020_1545pm,802
Exp_01_Feb_2020_1545pm,802
Exp_01_Feb_2020_1545pm,859
Exp_01_Feb_2020_1545pm,859
Exp_01_Jan_2020_0845am,1007
Exp_01_Jan_2020_0845am,1008
Exp_01_Jan_2020_0845am,1008
Exp_01_Jan_2020_0845am,1026
Exp_01_Jan_2020_0845am,1027
Exp_01_Jan_2020_0845am,169
Exp_01_Jan_2020_0845am,2573
Exp_01_Jan_2020_0845am,2573
Exp_01_Jan_2020_0845am,28
Exp_01_Jan_2020_0845am,28
Exp_01_Jan_2020_0845am,28
Exp_01_Jan_2020_0845am,2885
Exp_01_Jan_2020_0845am,2885
Exp_01_Jan_2020_0845am,2886
Exp_01_Jan_2020_0845am,2886
Exp_01_Jan_2020_0845am,2887
Exp_01_Jan_2020_0845am,2887
Exp_01_Jan_2020_0845am,2889
Exp_01_Jan_2020_0845am,2890
Exp_01_Jan_2020_0845am,2890
Exp_01_Jan_2020_0845am,2892
Exp_01_Jan_2020_0845am,2892
Exp_01_Jan_2020_0845am,2892
Exp_01_Jan_2020_0845am,2895
Exp_01_Jan_2020_0845am,2895
Exp_01_Jan_2020_0845am,2896
Exp_01_Jan_2020_0845am,2896
Exp_01_Jan_2020_0845am,2897
Exp_01_Jan_2020_0845am,2898
Exp_01_Jan_2020_0845am,2898
Exp_01_Jan_2020_0845am,29
Exp_01_Jan_2020_0845am,2903
Exp_01_Jan_2020_0845am,2903
Exp_01_Jan_2020_0845am,2915
Exp_01_Jan_2020_0845am,2915
Exp_01_Jan_2020_0845am,2916
Exp_01_Jan_2020_0845am,2918
Exp_01_Jan_2020_0845am,2918
Exp_01_Jan_2020_0845am,2918
Exp_01_Jan_2020_0845am,2919
Exp_01_Jan_2020_0845am,2922
Exp_01_Jan_2020_0845am,2923
Exp_01_Jan_2020_0845am,2924
Exp_01_Jan_2020_0845am,2924
Exp_01_Jan_2020_0845am,2925
Exp_01_Jan_2020_0845am,2925
Exp_01_Jan_2020_0845am,3092
Exp_01_Jan_2020_0845am,3092
Exp_01_Jan_2020_0845am,551
Exp_01_Jan_2020_0845am,557
Exp_01_Jan_2020_0845am,558
Exp_01_Jan_2020_0845am,558
Exp_01_Jan_2020_0845am,599
Exp_01_Jan_2020_0845am,600
Exp_01_Jan_2020_0845am,684
Exp_01_Jan_2020_0845am,684
Exp_01_Jan_2020_0845am,685
Exp_01_Jan_2020_0945am,126
Exp_01_Jan_2020_0945am,126
Exp_01_Jan_2020_0945am,127
Exp_01_Jan_2020_0945am,147
Exp_01_Jan_2020_0945am,148
Exp_01_Jan_2020_0945am,149
Exp_01_Jan_2020_0945am,150
Exp_01_Jan_2020_0945am,200
Exp_01_Jan_2020_0945am,200
Exp_01_Jan_2020_0945am,200
Exp_01_Jan_2020_0945am,249
Exp_01_Jan_2020_0945am,249
Exp_01_Jan_2020_0945am,250
Exp_01_Jan_2020_1045am,132
Exp_01_Jan_2020_1045am,132
Exp_01_Jan_2020_1045am,1820
Exp_01_Jan_2020_1045am,1820
Exp_01_Jan_2020_1045am,2276
Exp_01_Jan_2020_1045am,2276
Exp_01_Jan_2020_1045am,2277
Exp_01_Jan_2020_1045am,2287
Exp_01_Jan_2020_1045am,2287
Exp_01_Jan_2020_1045am,2288
Exp_01_Jan_2020_1045am,258
Exp_01_Jan_2020_1045am,258
Exp_01_Jan_2020_1045am,258
Exp_01_Jan_2020_1045am,3057
Exp_01_Jan_2020_1045am,3058
Exp_01_Jan_2020_1045am,3058
Exp_01_Jan_2020_1045am,3149
Exp_01_Jan_2020_1045am,3149
Exp_01_Jan_2020_1045am,3181
Exp_01_Jan_2020_1045am,3181
Exp_01_Jan_2020_1045am,3262
Exp_01_Jan_2020_1045am,3262
Exp_01_Jan_2020_1045am,450
Exp_01_Jan_2020_1045am,450
Exp_01_Jan_2020_1045am,459
Exp_01_Jan_2020_1045am,859
Exp_01_Jan_2020_1045am,860
Exp_01_Jan_2020_1045am,860
Exp_01_Jan_2020_1045am,861
Exp_01_Jan_2020_1045am,861
Exp_01_Jan_2020_1045am,862
Exp_01_Jan_2020_1045am,862
Exp_01_Jan_2020_1045am,863
Exp_01_Jan_2020_1245pm,1285
Exp_01_Jan_2020_1245pm,1873
Exp_01_Jan_2020_1245pm,1873
Exp_01_Jan_2020_1245pm,1959
Exp_01_Jan_2020_1245pm,1960
Exp_01_Jan_2020_1245pm,2540
Exp_01_Jan_2020_1245pm,2634
Exp_01_Jan_2020_1245pm,2634
Exp_01_Jan_2020_1245pm,2710
Exp_01_Jan_2020_1245pm,2711
Exp_01_Jan_2020_1245pm,2718
Exp_01_Jan_2020_1245pm,2722
Exp_01_Jan_2020_1245pm,2722
Exp_01_Jan_2020_1245pm,2740
Exp_01_Jan_2020_1245pm,2740
Exp_01_Jan_2020_1245pm,2741
Exp_01_Jan_2020_1245pm,2742
Exp_01_Jan_2020_1245pm,2742
Exp_01_Jan_2020_1245pm,2749
Exp_01_Jan_2020_1245pm,2749
Exp_01_Jan_2020_1245pm,2762
Exp_01_Jan_2020_1245pm,2762
Exp_01_Jan_2020_1245pm,2762
Exp_01_Jan_2020_1245pm,2900
Exp_01_Jan_2020_1245pm,2900
Exp_01_Jan_2020_1245pm,2906
Exp_01_Jan_2020_1245pm,2906
Exp_01_Jan_2020_1245pm,2906
Exp_01_Jan_2020_1245pm,2907
Exp_01_Jan_2020_1245pm,2928
