Root File,File Name,Total Groups
1311 17 Nonshow sott48khz,24kHz13__14_11_17__4-27-50_22.93,3
1311 17 Nonshow sott48khz,24kHz13__14_11_17__2-57-14_23.4,0
1311 17 Nonshow sott48khz,24kHz13__13_11_17__18-53-49_23.71,0
1311 17 Nonshow sott48khz,24kHz13__14_11_17__5-29-19_22.91,1
1311 17 Nonshow sott48khz,24kHz13__13_11_17__16-3-20_23.78,4
1311 17 Nonshow sott48khz,24kHz13__14_11_17__10-11-6_22.85,6
1311 17 Nonshow sott48khz,24kHz13__13_11_17__23-29-26_23.27,24
1311 17 Nonshow sott48khz,24kHz13__13_11_17__22-47-14_23.31,8
1311 17 Nonshow sott48khz,24kHz13__13_11_17__21-33-10_23.44,30
1311 17 Nonshow sott48khz,24kHz13__14_11_17__5-28-17_22.89,0
1311 17 Nonshow sott48khz,24kHz13__14_11_17__1-18-19_23.13,3
1311 17 Nonshow sott48khz,24kHz13__13_11_17__18-48-41_23.72,0
1311 17 Nonshow sott48khz,24kHz13__14_11_17__6-53-49_22.86,25
1311 17 Nonshow sott48khz,24kHz13__14_11_17__1-54-44_23.10,1
1311 17 Nonshow sott48khz,24kHz13__13_11_17__20-34-32_23.54,3
1311 17 Nonshow sott48khz,24kHz13__14_11_17__9-26-12_22.84,11
1311 17 Nonshow sott48khz,24kHz13__13_11_17__20-59-12_23.48,34
1311 17 Nonshow sott48khz,24kHz13__13_11_17__21-28-1_23.45,10
1311 17 Nonshow sott48khz,24kHz13__14_11_17__0-24-12_23.19,27
1311 17 Nonshow sott48khz,24kHz13__14_11_17__6-14-9_22.88,14
1311 17 Nonshow sott48khz,24kHz13__13_11_17__18-50-44_23.71,2
1311 17 Nonshow sott48khz,24kHz13__13_11_17__15-43-51_23.73,5
1311 17 Nonshow sott48khz,24kHz13__13_11_17__18-19-54_23.74,3
1311 17 Nonshow sott48khz,24kHz13__14_11_17__1-2-42_23.17,7
1311 17 Nonshow sott48khz,24kHz13__13_11_17__15-12-3_23.74,2
1311 17 Nonshow sott48khz,24kHz13__14_11_17__1-9-59_23.17,0
1311 17 Nonshow sott48khz,24kHz13__14_11_17__2-12-27_23.7,0
1311 17 Nonshow sott48khz,24kHz13__13_11_17__16-27-58_23.81,5
1311 17 Nonshow sott48khz,24kHz13__13_11_17__19-22-35_23.66,0
1311 17 Nonshow sott48khz,24kHz13__13_11_17__13-4-57_23.93,10
1311 17 Nonshow sott48khz,24kHz13__13_11_17__18-0-23_23.76,9
1311 17 Nonshow sott48khz,24kHz13__13_11_17__19-3-4_23.71,1
1311 17 Nonshow sott48khz,24kHz13__14_11_17__8-24-36_22.77,22
1311 17 Nonshow sott48khz,24kHz13__14_11_17__0-32-32_23.20,0
1311 17 Nonshow sott48khz,24kHz13__14_11_17__12-14-24_22.89,8
1311 17 Nonshow sott48khz,24kHz13__14_11_17__11-47-13_22.90,7
1311 17 Nonshow sott48khz,24kHz13__13_11_17__21-7-26_23.50,17
1311 17 Nonshow sott48khz,24kHz13__13_11_17__21-25-58_23.47,3
1311 17 Nonshow sott48khz,24kHz13__13_11_17__15-11-2_23.73,1
1311 17 Nonshow sott48khz,24kHz13__14_11_17__7-13-38_22.82,14
1311 17 Nonshow sott48khz,24kHz13__14_11_17__2-48-54_23.8,0
1311 17 Nonshow sott48khz,24kHz13__13_11_17__21-30-5_23.44,15
1311 17 Nonshow sott48khz,24kHz13__13_11_17__20-58-10_23.49,48
1311 17 Nonshow sott48khz,24kHz13__13_11_17__21-46-32_23.41,13
1311 17 Nonshow sott48khz,24kHz13__13_11_17__12-38-18_24.84,9
1311 17 Nonshow sott48khz,24kHz13__13_11_17__20-2-40_23.61,2
1311 17 Nonshow sott48khz,24kHz13__14_11_17__7-49-6_22.80,6
1311 17 Nonshow sott48khz,24kHz13__13_11_17__21-21-49_23.48,26
1311 17 Nonshow sott48khz,24kHz13__13_11_17__23-45-54_23.23,9
1311 17 Nonshow sott48khz,24kHz13__13_11_17__13-8-1_23.90,41
1311 17 Nonshow sott48khz,24kHz13__14_11_17__2-50-59_23.6,0
1311 17 Nonshow sott48khz,24kHz13__14_11_17__8-54-52_22.84,26
1311 17 Nonshow sott48khz,24kHz13__14_11_17__0-56-27_23.18,3
1311 17 Nonshow sott48khz,24kHz13__14_11_17__12-2-54_22.92,6
1311 17 Nonshow sott48khz,24kHz13__13_11_17__23-41-47_23.24,1
1311 17 Nonshow sott48khz,24kHz13__14_11_17__1-0-37_23.18,14
1311 17 Nonshow sott48khz,24kHz13__13_11_17__15-6-55_23.74,0
1311 17 Nonshow sott48khz,24kHz13__14_11_17__11-27-23_22.93,4
1311 17 Nonshow sott48khz,24kHz13__13_11_17__16-28-59_23.83,2
1311 17 Nonshow sott48khz,24kHz13__13_11_17__23-59-17_23.22,0
1311 17 Nonshow sott48khz,24kHz13__14_11_17__11-4-22_22.87,0
1311 17 Nonshow sott48khz,24kHz13__13_11_17__16-14-37_23.79,1
1311 17 Nonshow sott48khz,24kHz13__14_11_17__6-4-46_22.87,30
1311 17 Nonshow sott48khz,24kHz13__14_11_17__7-41-48_22.80,10
1311 17 Nonshow sott48khz,24kHz13__14_11_17__3-4-30_23.4,8
1311 17 Nonshow sott48khz,24kHz13__13_11_17__23-55-10_23.22,11
1311 17 Nonshow sott48khz,24kHz13__13_11_17__19-23-37_23.67,0
1311 17 Nonshow sott48khz,24kHz13__13_11_17__18-26-4_23.75,31
1311 17 Nonshow sott48khz,24kHz13__14_11_17__2-13-30_23.7,0
1311 17 Nonshow sott48khz,24kHz13__13_11_17__22-6-5_23.38,6
1311 17 Nonshow sott48khz,24kHz13__13_11_17__21-12-34_23.47,25
1311 17 Nonshow sott48khz,24kHz13__14_11_17__6-23-32_22.89,19
1311 17 Nonshow sott48khz,24kHz13__14_11_17__10-21-33_22.87,2
1311 17 Nonshow sott48khz,24kHz13__14_11_17__9-41-52_22.85,16
1311 17 Nonshow sott48khz,24kHz13__14_11_17__3-57-37_22.98,6
1311 17 Nonshow sott48khz,24kHz13__13_11_17__20-21-10_23.59,42
1311 17 Nonshow sott48khz,24kHz13__13_11_17__13-55-9_23.60,9
1311 17 Nonshow sott48khz,24kHz13__14_11_17__5-35-34_22.93,4
1311 17 Nonshow sott48khz,24kHz13__14_11_17__4-1-47_22.97,10
1311 17 Nonshow sott48khz,24kHz13__14_11_17__9-40-49_22.84,23
1311 17 Nonshow sott48khz,24kHz13__14_11_17__4-57-0_22.94,6
1311 17 Nonshow sott48khz,24kHz13__13_11_17__16-51-34_23.77,5
1311 17 Nonshow sott48khz,24kHz13__14_11_17__8-51-45_22.84,27
1311 17 Nonshow sott48khz,24kHz13__13_11_17__22-4-1_23.41,3
1311 17 Nonshow sott48khz,24kHz13__14_11_17__1-37-3_23.9,0
1311 17 Nonshow sott48khz,24kHz13__14_11_17__2-39-32_23.7,1
1311 17 Nonshow sott48khz,24kHz13__14_11_17__9-18-53_22.83,15
1311 17 Nonshow sott48khz,24kHz13__13_11_17__15-58-13_23.75,7
1311 17 Nonshow sott48khz,24kHz13__13_11_17__13-45-56_23.66,15
1311 17 Nonshow sott48khz,24kHz13__14_11_17__0-37-44_23.20,0
1311 17 Nonshow sott48khz,24kHz13__14_11_17__10-1-42_22.88,7
1311 17 Nonshow sott48khz,24kHz13__13_11_17__17-30-36_23.80,3
1311 17 Nonshow sott48khz,24kHz13__14_11_17__2-4-8_23.8,2
1311 17 Nonshow sott48khz,24kHz13__14_11_17__6-24-35_22.88,21
1311 17 Nonshow sott48khz,24kHz13__14_11_17__9-51-16_22.84,18
1311 17 Nonshow sott48khz,24kHz13__13_11_17__14-2-20_23.62,8
1311 17 Nonshow sott48khz,24kHz13__14_11_17__4-36-10_22.94,2
1311 17 Nonshow sott48khz,24kHz13__13_11_17__17-52-10_23.77,29
1311 17 Nonshow sott48khz,24kHz13__14_11_17__12-12-18_22.89,12
1311 17 Nonshow sott48khz,24kHz13__13_11_17__14-39-14_23.64,4
1311 17 Nonshow sott48khz,24kHz13__13_11_17__19-27-43_23.68,0
1311 17 Nonshow sott48khz,24kHz13__14_11_17__10-15-17_22.86,1
1311 17 Nonshow sott48khz,24kHz13__13_11_17__23-35-36_23.25,13
1311 17 Nonshow sott48khz,24kHz13__14_11_17__7-53-17_22.79,21
1311 17 Nonshow sott48khz,24kHz13__14_11_17__9-3-13_22.85,25
1311 17 Nonshow sott48khz,24kHz13__14_11_17__6-48-36_22.89,1
1311 17 Nonshow sott48khz,24kHz13__13_11_17__23-7-49_23.30,16
1311 17 Nonshow sott48khz,24kHz13__13_11_17__17-57-18_23.76,20
1311 17 Nonshow sott48khz,24kHz13__14_11_17__7-43-53_22.82,9
1311 17 Nonshow sott48khz,24kHz13__14_11_17__11-30-31_22.91,7
1311 17 Nonshow sott48khz,24kHz13__14_11_17__3-12-50_23.3,21
1311 17 Nonshow sott48khz,24kHz13__14_11_17__9-7-24_22.85,12
1311 17 Nonshow sott48khz,24kHz13__14_11_17__1-45-22_23.10,0
1311 17 Nonshow sott48khz,24kHz13__14_11_17__4-15-20_22.98,11
1311 17 Nonshow sott48khz,24kHz13__13_11_17__20-50-59_23.52,14
1311 17 Nonshow sott48khz,24kHz13__14_11_17__3-10-45_23.1,32
1311 17 Nonshow sott48khz,24kHz13__13_11_17__21-3-19_23.49,22
1311 17 Nonshow sott48khz,24kHz13__13_11_17__16-24-53_23.81,0
1311 17 Nonshow sott48khz,24kHz13__14_11_17__6-29-48_22.87,4
1311 17 Nonshow sott48khz,24kHz13__13_11_17__13-18-16_23.78,13
1311 17 Nonshow sott48khz,24kHz13__13_11_17__12-56-45_24.11,5
1311 17 Nonshow sott48khz,24kHz13__13_11_17__14-44-22_23.66,1
1311 17 Nonshow sott48khz,24kHz13__14_11_17__11-0-11_22.87,2
1311 17 Nonshow sott48khz,24kHz13__14_11_17__3-14-55_23.3,14
1311 17 Nonshow sott48khz,24kHz13__14_11_17__12-7-5_22.89,3
1311 17 Nonshow sott48khz,24kHz13__14_11_17__11-21-7_22.91,7
1311 17 Nonshow sott48khz,24kHz13__13_11_17__21-29-3_23.44,24
1311 17 Nonshow sott48khz,24kHz13__13_11_17__17-35-44_23.80,3
1311 17 Nonshow sott48khz,24kHz13__14_11_17__7-59-33_22.78,7
1311 17 Nonshow sott48khz,24kHz13__13_11_17__23-44-52_23.22,0
1311 17 Nonshow sott48khz,24kHz13__13_11_17__19-4-5_23.68,2
1311 17 Nonshow sott48khz,24kHz13__13_11_17__22-1-58_23.39,8
1311 17 Nonshow sott48khz,24kHz13__14_11_17__6-11-1_22.88,21
1311 17 Nonshow sott48khz,24kHz13__14_11_17__6-25-37_22.87,10
1311 17 Nonshow sott48khz,24kHz13__13_11_17__17-40-52_23.80,13
1311 17 Nonshow sott48khz,24kHz13__14_11_17__1-46-25_23.9,0
1311 17 Nonshow sott48khz,24kHz13__13_11_17__20-30-25_23.54,2
1311 17 Nonshow sott48khz,24kHz13__13_11_17__19-13-20_23.68,1
1311 17 Nonshow sott48khz,24kHz13__14_11_17__2-38-29_23.8,0
1311 17 Nonshow sott48khz,24kHz13__14_11_17__6-22-30_22.88,12
1311 17 Nonshow sott48khz,24kHz13__14_11_17__3-34-42_23.0,14
1311 17 Nonshow sott48khz,24kHz13__13_11_17__15-44-52_23.72,12
1311 17 Nonshow sott48khz,24kHz13__14_11_17__10-22-35_22.85,3
1311 17 Nonshow sott48khz,24kHz13__14_11_17__6-26-40_22.87,14
1311 17 Nonshow sott48khz,24kHz13__13_11_17__13-30-34_23.71,15
1311 17 Nonshow sott48khz,24kHz13__14_11_17__11-7-30_22.87,1
1311 17 Nonshow sott48khz,24kHz13__14_11_17__6-45-28_22.87,21
1311 17 Nonshow sott48khz,24kHz13__14_11_17__11-31-33_22.90,2
1311 17 Nonshow sott48khz,24kHz13__13_11_17__16-2-19_23.78,0
1311 17 Nonshow sott48khz,24kHz13__13_11_17__21-35-13_23.42,34
1311 17 Nonshow sott48khz,24kHz13__13_11_17__20-54-4_23.51,26
1311 17 Nonshow sott48khz,24kHz13__14_11_17__4-9-5_22.98,3
1311 17 Nonshow sott48khz,24kHz13__13_11_17__20-43-47_23.51,34
1311 17 Nonshow sott48khz,24kHz13__14_11_17__7-33-27_22.80,11
1311 17 Nonshow sott48khz,24kHz13__14_11_17__8-41-18_22.82,21
1311 17 Nonshow sott48khz,24kHz13__13_11_17__23-56-12_23.20,0
1311 17 Nonshow sott48khz,24kHz13__13_11_17__13-28-31_23.72,11
1311 17 Nonshow sott48khz,24kHz13__14_11_17__10-47-39_22.85,3
1311 17 Nonshow sott48khz,24kHz13__14_11_17__3-56-35_22.97,0
1311 17 Nonshow sott48khz,24kHz13__13_11_17__18-9-38_23.75,18
1311 17 Nonshow sott48khz,24kHz13__14_11_17__5-38-42_22.91,10
1311 17 Nonshow sott48khz,24kHz13__14_11_17__4-0-45_22.98,14
1311 17 Nonshow sott48khz,24kHz13__13_11_17__16-0-16_23.76,3
1311 17 Nonshow sott48khz,24kHz13__14_11_17__5-58-30_22.88,4
1311 17 Nonshow sott48khz,24kHz13__13_11_17__17-55-15_23.79,23
1311 17 Nonshow sott48khz,24kHz13__14_11_17__9-2-11_22.83,34
1311 17 Nonshow sott48khz,24kHz13__13_11_17__16-32-4_23.81,3
1311 17 Nonshow sott48khz,24kHz13__14_11_17__7-15-43_22.83,12
1311 17 Nonshow sott48khz,24kHz13__13_11_17__20-44-49_23.54,37
1311 17 Nonshow sott48khz,24kHz13__13_11_17__15-37-41_23.74,5
1311 17 Nonshow sott48khz,24kHz13__13_11_17__22-7-7_23.38,2
1311 17 Nonshow sott48khz,24kHz13__13_11_17__23-6-47_23.29,24
1311 17 Nonshow sott48khz,24kHz13__13_11_17__13-32-37_23.69,24
1311 17 Nonshow sott48khz,24kHz13__13_11_17__18-54-51_23.71,1
1311 17 Nonshow sott48khz,24kHz13__14_11_17__10-29-54_22.85,2
1311 17 Nonshow sott48khz,24kHz13__14_11_17__7-14-41_22.83,21
1311 17 Nonshow sott48khz,24kHz13__14_11_17__6-56-57_22.85,12
1311 17 Nonshow sott48khz,24kHz13__13_11_17__16-43-21_23.78,3
1311 17 Nonshow sott48khz,24kHz13__14_11_17__4-49-43_22.94,0
1311 17 Nonshow sott48khz,24kHz13__14_11_17__5-30-22_22.89,1
1311 17 Nonshow sott48khz,24kHz13__13_11_17__21-0-14_23.49,24
1311 17 Nonshow sott48khz,24kHz13__13_11_17__23-21-12_23.28,18
1311 17 Nonshow sott48khz,24kHz13__13_11_17__18-46-37_23.72,4
1311 17 Nonshow sott48khz,24kHz13__14_11_17__0-33-34_23.18,0
1311 17 Nonshow sott48khz,24kHz13__14_11_17__7-32-25_22.80,19
1311 17 Nonshow sott48khz,24kHz13__14_11_17__3-46-10_22.99,1
1311 17 Nonshow sott48khz,24kHz13__14_11_17__5-45-59_22.90,25
1311 17 Nonshow sott48khz,24kHz13__14_11_17__9-52-19_22.85,16
1311 17 Nonshow sott48khz,24kHz13__13_11_17__12-50-36_24.30,5
1311 17 Nonshow sott48khz,24kHz13__13_11_17__14-27-58_23.64,5
1311 17 Nonshow sott48khz,24kHz13__13_11_17__23-32-31_23.25,19
1311 17 Nonshow sott48khz,24kHz13__13_11_17__22-9-10_23.36,2
1311 17 Nonshow sott48khz,24kHz13__13_11_17__21-44-29_23.42,8
1311 17 Nonshow sott48khz,24kHz13__14_11_17__7-48-4_22.80,11
1311 17 Nonshow sott48khz,24kHz13__13_11_17__21-39-20_23.41,31
1311 17 Nonshow sott48khz,24kHz13__14_11_17__9-58-34_22.86,19
1311 17 Nonshow sott48khz,24kHz13__14_11_17__3-27-25_23.0,0
1311 17 Nonshow sott48khz,24kHz13__13_11_17__12-51-38_24.28,3
1311 17 Nonshow sott48khz,24kHz13__14_11_17__1-44-20_23.10,1
1311 17 Nonshow sott48khz,24kHz13__13_11_17__21-14-37_23.47,11
1311 17 Nonshow sott48khz,24kHz13__14_11_17__7-50-9_22.79,1
1311 17 Nonshow sott48khz,24kHz13__13_11_17__23-18-7_23.30,5
1311 17 Nonshow sott48khz,24kHz13__14_11_17__11-24-15_22.92,14
1311 17 Nonshow sott48khz,24kHz13__13_11_17__18-17-51_23.77,10
1311 17 Nonshow sott48khz,24kHz13__14_11_17__8-0-35_22.77,14
1311 17 Nonshow sott48khz,24kHz13__14_11_17__8-17-18_22.80,15
1311 17 Nonshow sott48khz,24kHz13__13_11_17__22-26-39_23.34,10
1311 17 Nonshow sott48khz,24kHz13__14_11_17__7-40-45_22.79,14
1311 17 Nonshow sott48khz,24kHz13__14_11_17__0-27-19_23.18,1
1311 17 Nonshow sott48khz,24kHz13__13_11_17__17-14-11_23.80,26
1311 17 Nonshow sott48khz,24kHz13__13_11_17__13-53-6_23.60,12
1311 17 Nonshow sott48khz,24kHz13__14_11_17__6-16-14_22.88,11
1311 17 Nonshow sott48khz,24kHz13__13_11_17__21-57-51_23.39,5
1311 17 Nonshow sott48khz,24kHz13__14_11_17__8-32-57_22.79,17
1311 17 Nonshow sott48khz,24kHz13__14_11_17__1-23-31_23.14,0
1311 17 Nonshow sott48khz,24kHz13__14_11_17__2-7-15_23.7,0
1311 17 Nonshow sott48khz,24kHz13__13_11_17__17-27-32_23.80,3
1311 17 Nonshow sott48khz,24kHz13__13_11_17__18-35-19_23.75,25
1311 17 Nonshow sott48khz,24kHz13__13_11_17__21-50-39_23.42,4
1311 17 Nonshow sott48khz,24kHz13__13_11_17__16-5-23_23.78,7
1311 17 Nonshow sott48khz,24kHz13__14_11_17__5-37-39_22.93,2
1311 17 Nonshow sott48khz,24kHz13__13_11_17__19-43-8_23.64,2
1311 17 Nonshow sott48khz,24kHz13__13_11_17__12-32-10_24.93,8
1311 17 Nonshow sott48khz,24kHz13__13_11_17__15-10-0_23.74,4
1311 17 Nonshow sott48khz,24kHz13__13_11_17__13-25-26_23.71,36
1311 17 Nonshow sott48khz,24kHz13__14_11_17__4-37-12_22.93,0
1311 17 Nonshow sott48khz,24kHz13__14_11_17__0-58-32_23.17,7
1311 17 Nonshow sott48khz,24kHz13__14_11_17__10-0-40_22.86,15
1311 17 Nonshow sott48khz,24kHz13__14_11_17__11-25-17_22.93,0
1311 17 Nonshow sott48khz,24kHz13__13_11_17__19-49-18_23.62,4
1311 17 Nonshow sott48khz,24kHz13__13_11_17__16-53-39_23.79,1
1311 17 Nonshow sott48khz,24kHz13__13_11_17__17-42-56_23.82,5
1311 17 Nonshow sott48khz,24kHz13__14_11_17__5-55-22_22.90,8
1311 17 Nonshow sott48khz,24kHz13__14_11_17__3-42-0_22.98,2
1311 17 Nonshow sott48khz,24kHz13__13_11_17__13-27-29_23.71,27
1311 17 Nonshow sott48khz,24kHz13__13_11_17__18-41-29_23.73,2
1311 17 Nonshow sott48khz,24kHz13__13_11_17__23-20-10_23.27,10
1311 17 Nonshow sott48khz,24kHz13__13_11_17__22-8-8_23.38,0
1311 17 Nonshow sott48khz,24kHz13__13_11_17__18-3-28_23.77,21
1311 17 Nonshow sott48khz,24kHz13__14_11_17__1-25-36_23.12,1
1311 17 Nonshow sott48khz,24kHz13__14_11_17__7-34-30_22.78,17
1311 17 Nonshow sott48khz,24kHz13__13_11_17__20-20-9_23.59,29
1311 17 Nonshow sott48khz,24kHz13__14_11_17__7-44-56_22.83,6
1311 17 Nonshow sott48khz,24kHz13__13_11_17__19-9-14_23.68,0
1311 17 Nonshow sott48khz,24kHz13__14_11_17__4-18-27_22.97,6
1311 17 Nonshow sott48khz,24kHz13__14_11_17__7-11-33_22.84,2
1311 17 Nonshow sott48khz,24kHz13__14_11_17__2-23-55_23.6,0
1311 17 Nonshow sott48khz,24kHz13__13_11_17__22-27-41_23.34,4
1311 17 Nonshow sott48khz,24kHz13__13_11_17__12-59-49_24.5,12
1311 17 Nonshow sott48khz,24kHz13__14_11_17__3-47-12_22.98,3
1311 17 Nonshow sott48khz,24kHz13__14_11_17__1-27-41_23.12,0
1311 17 Nonshow sott48khz,24kHz13__14_11_17__9-4-16_22.84,11
1311 17 Nonshow sott48khz,24kHz13__14_11_17__11-43-2_22.91,1
1311 17 Nonshow sott48khz,24kHz13__13_11_17__18-39-26_23.74,11
1311 17 Nonshow sott48khz,24kHz13__13_11_17__20-4-44_23.61,1
1311 17 Nonshow sott48khz,24kHz13__14_11_17__6-37-6_22.86,16
1311 17 Nonshow sott48khz,24kHz13__14_11_17__8-14-10_22.80,27
1311 17 Nonshow sott48khz,24kHz13__13_11_17__17-22-24_23.81,2
1311 17 Nonshow sott48khz,24kHz13__13_11_17__18-44-34_23.76,0
1311 17 Nonshow sott48khz,24kHz13__14_11_17__9-23-4_22.85,20
1311 17 Nonshow sott48khz,24kHz13__13_11_17__15-26-24_23.74,1
1311 17 Nonshow sott48khz,24kHz13__14_11_17__0-49-10_23.16,1
1311 17 Nonshow sott48khz,24kHz13__13_11_17__23-43-50_23.23,0
1311 17 Nonshow sott48khz,24kHz13__13_11_17__20-18-5_23.58,20
1311 17 Nonshow sott48khz,24kHz13__13_11_17__22-54-26_23.30,23
1311 17 Nonshow sott48khz,24kHz13__14_11_17__0-20-3_23.20,8
1311 17 Nonshow sott48khz,24kHz13__13_11_17__20-12-57_23.61,40
1311 17 Nonshow sott48khz,24kHz13__14_11_17__11-1-14_22.87,4
1311 17 Nonshow sott48khz,24kHz13__14_11_17__6-9-59_22.87,8
1311 17 Nonshow sott48khz,24kHz13__14_11_17__8-58-0_22.86,23
1311 17 Nonshow sott48khz,24kHz13__14_11_17__9-6-21_22.85,14
1311 17 Nonshow sott48khz,24kHz13__13_11_17__15-31-32_23.76,6
1311 17 Nonshow sott48khz,24kHz13__14_11_17__1-24-33_23.13,1
